TransactionID,UserID,CourseID,TeacherID
TR01644,U01242,C0082,T0092
TR01645,U00190,C0088,T0071
TR01646,U01441,C0120,T0073
TR01647,U00981,C0024,T0086
TR01648,U01699,C0102,T0026
TR01649,U01716,C0034,T0117
TR01650,U02594,C0168,T0012
TR01651,U00041,C0047,T0071
TR01652,U02355,C0024,T0046
TR01653,U00943,C0065,T0047
TR01654,U00338,C0018,T0079
TR01655,U01338,C0044,T0038
TR01656,U01099,C0076,T0021
TR01657,U02327,C0057,T0014
TR01658,U00896,C0107,T0002
TR01659,U02321,C0156,T0072
TR01660,U02885,C0124,T0109
TR01661,U02668,C0199,T0119
TR01662,U01675,C0151,T0070
TR01663,U02910,C0162,T0101
TR01664,U00931,C0139,T0101
TR01665,U00289,C0163,T0033
TR01666,U00724,C0116,T0105
TR01667,U02941,C0093,T0006
TR01668,U02320,C0042,T0116
TR01669,U01954,C0028,T0090
TR01670,U01090,C0123,T0103
TR01671,U00483,C0024,T0105
TR01672,U00936,C0136,T0037
TR01673,U02296,C0106,T0014
TR01674,U00156,C0118,T0037
TR01675,U01071,C0053,T0008
TR01676,U01959,C0200,T0103
TR01677,U02502,C0132,T0077
TR01678,U02249,C0100,T0013
TR01679,U01684,C0005,T0040
TR01680,U00124,C0049,T0107
TR01681,U02049,C0098,T0092
TR01682,U00968,C0030,T0058
TR01683,U00855,C0072,T0018
TR01684,U00640,C0103,T0057
TR01685,U02239,C0063,T0083
TR01686,U01603,C0175,T0038
TR01687,U02564,C0026,T0032
TR01688,U00442,C0185,T0086
TR01689,U01945,C0037,T0066
TR01690,U01839,C0007,T0077
TR01691,U01830,C0127,T0087
TR01692,U02191,C0168,T0025
TR01693,U00533,C0092,T0092
TR01694,U02275,C0167,T0058
TR01695,U01337,C0190,T0075
TR01696,U00949,C0103,T0033
TR01697,U02020,C0053,T0088
TR01698,U00460,C0132,T0066
TR01699,U00551,C0108,T0030
TR01700,U00393,C0112,T0081
TR01701,U01788,C0153,T0104
TR01702,U00845,C0007,T0034
TR01703,U02258,C0156,T0102
TR01704,U01139,C0197,T0086
TR01705,U00646,C0067,T0069
TR01706,U02267,C0108,T0048
TR01707,U02455,C0111,T0040
TR01708,U01467,C0148,T0051
TR01709,U01378,C0083,T0080
TR01710,U02936,C0124,T0013
TR01711,U02606,C0139,T0090
TR01712,U02598,C0104,T0031
TR01713,U00142,C0067,T0116
TR01714,U02660,C0007,T0039
TR01715,U00501,C0151,T0063
TR01716,U00840,C0189,T0048
TR01717,U02750,C0199,T0087
TR01718,U01683,C0110,T0048
TR01719,U01566,C0034,T0061
TR01720,U02047,C0106,T0012
TR01721,U01531,C0147,T0078
TR01722,U00596,C0058,T0056
TR01723,U01905,C0009,T0018
TR01724,U00281,C0048,T0027
TR01725,U00424,C0115,T0028
TR01726,U02904,C0041,T0082
TR01727,U00270,C0048,T0080
TR01728,U00154,C0173,T0052
TR01729,U02662,C0025,T0016
TR01730,U01751,C0116,T0077
TR01731,U00662,C0078,T0058
TR01732,U01968,C0108,T0093
TR01733,U00083,C0025,T0009
TR01734,U02995,C0147,T0026
TR01735,U02947,C0039,T0028
TR01736,U01450,C0119,T0105
TR01737,U01299,C0079,T0077
TR01738,U02332,C0080,T0036
TR01739,U00980,C0027,T0009
TR01740,U02221,C0104,T0047
TR01741,U02811,C0074,T0078
TR01742,U01660,C0191,T0051
TR01743,U01399,C0068,T0076
TR01744,U00633,C0147,T0117
TR01745,U01532,C0028,T0057
TR01746,U00787,C0123,T0032
TR01747,U02991,C0161,T0102
TR01748,U00398,C0138,T0067
TR01749,U01144,C0083,T0057
TR01750,U00934,C0030,T0054
TR01751,U01461,C0022,T0116
TR01752,U01853,C0003,T0016
TR01753,U02724,C0101,T0062
TR01754,U02984,C0105,T0084
TR01755,U02513,C0176,T0096
TR01756,U00286,C0002,T0056
TR01757,U00265,C0054,T0023
TR01758,U02368,C0006,T0017
TR01759,U02721,C0107,T0080
TR01760,U02868,C0168,T0038
TR01761,U02137,C0123,T0072
TR01762,U01678,C0002,T0083
TR01763,U01227,C0111,T0030
TR01764,U00821,C0002,T0058
TR01765,U01763,C0093,T0098
TR01766,U02382,C0183,T0078
TR01767,U02270,C0200,T0022
TR01768,U00041,C0101,T0108
TR01769,U01732,C0188,T0017
TR01770,U00068,C0097,T0015
TR01771,U00988,C0111,T0114
TR01772,U01800,C0006,T0048
TR01773,U02562,C0127,T0032
TR01774,U01622,C0104,T0077
TR01775,U01656,C0147,T0085
TR01776,U01279,C0155,T0113
TR01777,U00695,C0001,T0040
TR01778,U02525,C0033,T0097
TR01779,U01086,C0040,T0057
TR01780,U02929,C0032,T0058
TR01781,U02480,C0197,T0091
TR01782,U01694,C0017,T0099
TR01783,U02316,C0126,T0016
TR01784,U01059,C0008,T0028
TR01785,U00779,C0057,T0098
TR01786,U00494,C0042,T0111
TR01787,U01586,C0098,T0001
TR01788,U01493,C0137,T0041
TR01789,U01791,C0120,T0048
TR01790,U00661,C0087,T0031
TR01791,U01349,C0163,T0036
TR01792,U01328,C0199,T0108
TR01793,U01300,C0181,T0033
TR01794,U01987,C0054,T0033
TR01795,U02045,C0084,T0103
TR01796,U01929,C0025,T0082
TR01797,U01348,C0067,T0023
TR01798,U01059,C0190,T0060
TR01799,U00977,C0183,T0087
TR01800,U00482,C0174,T0079
TR01801,U00728,C0152,T0090
TR01802,U02528,C0046,T0030
TR01803,U01032,C0022,T0089
TR01804,U00343,C0139,T0045
TR01805,U01448,C0176,T0080
TR01806,U02380,C0008,T0039
TR01807,U02486,C0039,T0112
TR01808,U02222,C0163,T0045
TR01809,U02607,C0049,T0078
TR01810,U00527,C0046,T0081
TR01811,U01897,C0038,T0012
TR01812,U00659,C0136,T0093
TR01813,U02074,C0054,T0032
TR01814,U00820,C0165,T0056
TR01815,U02653,C0092,T0024
TR01816,U00406,C0040,T0116
TR01817,U02280,C0034,T0013
TR01818,U02581,C0096,T0120
TR01819,U01574,C0079,T0020
TR01820,U01812,C0127,T0079
TR01821,U00505,C0017,T0056
TR01822,U00179,C0161,T0053
TR01823,U00132,C0175,T0068
TR01824,U01847,C0110,T0054
TR01825,U01479,C0052,T0034
TR01826,U02396,C0118,T0028
TR01827,U02588,C0009,T0050
TR01828,U00772,C0033,T0002
TR01829,U01430,C0188,T0111
TR01830,U02124,C0113,T0094
TR01831,U00579,C0149,T0026
TR01832,U02902,C0186,T0051
TR01833,U01516,C0085,T0047
TR01834,U00194,C0197,T0026
TR01835,U02008,C0010,T0084
TR01836,U01186,C0006,T0106
TR01837,U02395,C0115,T0092
TR01838,U02999,C0121,T0120
TR01839,U01385,C0141,T0084
TR01840,U01793,C0065,T0075
TR01841,U01111,C0020,T0074
TR01842,U02262,C0057,T0061
TR01843,U01937,C0046,T0023
TR01844,U02621,C0136,T0037
TR01845,U00780,C0010,T0041
TR01846,U00262,C0113,T0052
TR01847,U00730,C0195,T0083
TR01848,U00283,C0139,T0109
TR01849,U01491,C0012,T0082
TR01850,U00362,C0138,T0049
TR01851,U00441,C0153,T0027
TR01852,U02141,C0177,T0006
TR01853,U01645,C0177,T0074
TR01854,U02801,C0011,T0066
TR01855,U00867,C0190,T0024
TR01856,U01448,C0118,T0038
TR01857,U00142,C0164,T0028
TR01858,U01315,C0039,T0028
TR01859,U01456,C0053,T0117
TR01860,U02797,C0056,T0109
TR01861,U01876,C0104,T0114
TR01862,U01848,C0129,T0103
TR01863,U01713,C0056,T0066
TR01864,U02701,C0118,T0061
TR01865,U00701,C0132,T0046
TR01866,U00998,C0030,T0069
TR01867,U02097,C0012,T0114
TR01868,U01326,C0035,T0075
TR01869,U00881,C0077,T0074
TR01870,U01214,C0180,T0043
TR01871,U01160,C0159,T0059
TR01872,U00555,C0102,T0002
TR01873,U00404,C0087,T0015
TR01874,U00892,C0196,T0103
TR01875,U02913,C0052,T0105
TR01876,U00602,C0080,T0037
TR01877,U01831,C0135,T0071
TR01878,U00341,C0022,T0020
TR01879,U01969,C0075,T0098
TR01880,U00704,C0184,T0035
TR01881,U00318,C0058,T0034
TR01882,U02666,C0093,T0117
TR01883,U01387,C0192,T0086
TR01884,U02430,C0103,T0031
TR01885,U02281,C0140,T0087
TR01886,U01801,C0007,T0019
TR01887,U01368,C0128,T0068
TR01888,U01573,C0055,T0024
TR01889,U00817,C0106,T0084
TR01890,U00553,C0062,T0039
TR01891,U00856,C0090,T0092
TR01892,U01813,C0098,T0054
TR01893,U02867,C0077,T0039
TR01894,U00183,C0183,T0017
TR01895,U01575,C0119,T0019
TR01896,U00397,C0036,T0118
TR01897,U01728,C0089,T0048
TR01898,U02827,C0152,T0035
TR01899,U01518,C0172,T0032
TR01900,U00907,C0145,T0047
TR01901,U01357,C0130,T0110
TR01902,U02175,C0141,T0047
TR01903,U00001,C0159,T0064
TR01904,U00019,C0093,T0046
TR01905,U00584,C0114,T0103
TR01906,U00456,C0028,T0035
TR01907,U02037,C0188,T0094
TR01908,U01133,C0155,T0017
TR01909,U02493,C0143,T0042
TR01910,U01953,C0033,T0111
TR01911,U02650,C0020,T0029
TR01912,U02151,C0170,T0070
TR01913,U00988,C0140,T0017
TR01914,U00520,C0101,T0081
TR01915,U00859,C0023,T0014
TR01916,U00174,C0200,T0024
TR01917,U01367,C0112,T0057
TR01918,U02479,C0014,T0050
TR01919,U00727,C0091,T0057
TR01920,U01711,C0153,T0101
TR01921,U01876,C0077,T0061
TR01922,U02898,C0085,T0104
TR01923,U01682,C0109,T0039
TR01924,U01348,C0031,T0055
TR01925,U00990,C0122,T0096
TR01926,U02687,C0107,T0036
TR01927,U00420,C0054,T0114
TR01928,U00594,C0133,T0037
TR01929,U02533,C0141,T0112
TR01930,U01775,C0156,T0014
TR01931,U02460,C0043,T0027
TR01932,U00936,C0089,T0083
TR01933,U01108,C0115,T0031
TR01934,U01137,C0099,T0110
TR01935,U00332,C0047,T0073
TR01936,U02703,C0071,T0102
TR01937,U02089,C0166,T0081
TR01938,U01794,C0067,T0083
TR01939,U00959,C0062,T0044
TR01940,U00105,C0109,T0068
TR01941,U00202,C0167,T0048
TR01942,U02498,C0037,T0057
TR01943,U01843,C0119,T0075
TR01944,U01867,C0086,T0022
TR01945,U01997,C0126,T0004
TR01946,U01290,C0136,T0081
TR01947,U00910,C0052,T0072
TR01948,U00210,C0091,T0046
TR01949,U00563,C0033,T0059
TR01950,U02761,C0081,T0034
TR01951,U01564,C0042,T0011
TR01952,U00771,C0112,T0031
TR01953,U02502,C0126,T0011
TR01954,U02715,C0155,T0120
TR01955,U00629,C0136,T0118
TR01956,U01629,C0151,T0056
TR01957,U01702,C0106,T0038
TR01958,U00387,C0125,T0117
TR01959,U01936,C0113,T0021
TR01960,U02344,C0064,T0110
TR01961,U02306,C0123,T0094
TR01962,U01105,C0114,T0010
TR01963,U00268,C0020,T0026
TR01964,U02467,C0016,T0091
TR01965,U02283,C0145,T0008
TR01966,U01857,C0019,T0103
TR01967,U01999,C0120,T0008
TR01968,U01381,C0136,T0060
TR01969,U01237,C0166,T0072
TR01970,U00574,C0038,T0119
TR01971,U00049,C0181,T0034
TR01972,U01151,C0093,T0016
TR01973,U00223,C0105,T0105
TR01974,U02969,C0100,T0013
TR01975,U01432,C0090,T0087
TR01976,U01529,C0159,T0076
TR01977,U01820,C0044,T0091
TR01978,U02325,C0188,T0022
TR01979,U01462,C0076,T0096
TR01980,U01131,C0145,T0113
TR01981,U01682,C0079,T0027
TR01982,U02468,C0073,T0064
TR01983,U02659,C0167,T0002
TR01984,U00375,C0170,T0109
TR01985,U02121,C0176,T0097
TR01986,U02022,C0140,T0026
TR01987,U01054,C0096,T0092
TR01988,U01890,C0089,T0083
TR01989,U01824,C0103,T0107
TR01990,U01475,C0146,T0069
TR01991,U02243,C0006,T0097
TR01992,U01180,C0122,T0084
TR01993,U02895,C0171,T0030
TR01994,U01065,C0116,T0109
TR01995,U02071,C0163,T0008
TR01996,U00360,C0182,T0038
TR01997,U02608,C0062,T0061
TR01998,U02720,C0197,T0081
TR01999,U02042,C0144,T0108
TR02000,U01142,C0136,T0065
TR02001,U01636,C0089,T0067
TR02002,U01404,C0096,T0046
TR02003,U01944,C0126,T0090
TR02004,U00679,C0090,T0095
TR02005,U02488,C0086,T0072
TR02006,U02981,C0159,T0043
TR02007,U00007,C0138,T0059
TR02008,U02469,C0184,T0046
TR02009,U01592,C0121,T0072
TR02010,U00833,C0076,T0035
TR02011,U02607,C0092,T0039
TR02012,U01811,C0070,T0092
TR02013,U00914,C0148,T0051
TR02014,U02012,C0133,T0004
TR02015,U01443,C0023,T0080
TR02016,U01451,C0137,T0077
TR02017,U01503,C0058,T0084
TR02018,U00126,C0187,T0051
TR02019,U02443,C0182,T0005
TR02020,U00817,C0046,T0055
TR02021,U02929,C0022,T0101
TR02022,U01830,C0192,T0020
TR02023,U00576,C0008,T0024
TR02024,U02373,C0123,T0036
TR02025,U01416,C0020,T0034
TR02026,U00930,C0179,T0109
TR02027,U01464,C0078,T0112
TR02028,U00833,C0039,T0054
TR02029,U01055,C0037,T0034
TR02030,U01649,C0178,T0083
TR02031,U01901,C0162,T0017
TR02032,U01458,C0075,T0005
TR02033,U02885,C0118,T0089
TR02034,U02974,C0104,T0018
TR02035,U01400,C0161,T0055
TR02036,U00443,C0031,T0053
TR02037,U02123,C0123,T0050
TR02038,U00557,C0054,T0072
TR02039,U01179,C0172,T0091
TR02040,U02038,C0034,T0079
TR02041,U00363,C0199,T0045
TR02042,U02496,C0122,T0013
TR02043,U01258,C0113,T0016
TR02044,U01842,C0062,T0086
TR02045,U02310,C0023,T0084
TR02046,U01851,C0046,T0013
TR02047,U02173,C0056,T0020
TR02048,U00911,C0135,T0066
TR02049,U00245,C0118,T0099
TR02050,U00542,C0189,T0047
TR02051,U02533,C0131,T0119
TR02052,U02170,C0166,T0019
TR02053,U02173,C0162,T0045
TR02054,U01573,C0113,T0037
TR02055,U02218,C0044,T0054
TR02056,U00124,C0128,T0006
TR02057,U02694,C0108,T0014
TR02058,U01732,C0158,T0004
TR02059,U00786,C0017,T0086
TR02060,U02044,C0059,T0115
TR02061,U02249,C0138,T0055
TR02062,U02417,C0099,T0103
TR02063,U00797,C0084,T0100
TR02064,U00077,C0146,T0034
TR02065,U00059,C0045,T0027
TR02066,U02479,C0108,T0007
TR02067,U02686,C0187,T0003
TR02068,U01524,C0062,T0047
TR02069,U01937,C0059,T0097
TR02070,U02157,C0177,T0002
TR02071,U01302,C0191,T0106
TR02072,U00068,C0160,T0080
TR02073,U02353,C0138,T0025
TR02074,U01933,C0011,T0060
TR02075,U02722,C0102,T0079
TR02076,U00365,C0070,T0024
TR02077,U00821,C0123,T0015
TR02078,U01403,C0190,T0095
TR02079,U02391,C0175,T0014
TR02080,U00947,C0034,T0054
TR02081,U02947,C0101,T0078
TR02082,U01578,C0145,T0006
TR02083,U01378,C0104,T0078
TR02084,U01440,C0182,T0081
TR02085,U00762,C0040,T0018
TR02086,U00341,C0019,T0020
TR02087,U02990,C0067,T0115
TR02088,U00383,C0082,T0062
TR02089,U01004,C0181,T0081
TR02090,U01557,C0064,T0080
TR02091,U00300,C0083,T0040
TR02092,U00139,C0047,T0039
TR02093,U00359,C0006,T0052
TR02094,U00836,C0016,T0032
TR02095,U01523,C0200,T0108
TR02096,U01628,C0146,T0073
TR02097,U01983,C0180,T0027
TR02098,U01304,C0176,T0110
TR02099,U02531,C0171,T0052
TR02100,U00909,C0039,T0097
TR02101,U01135,C0177,T0063
TR02102,U02914,C0113,T0074
TR02103,U02187,C0140,T0063
TR02104,U00996,C0138,T0017
TR02105,U02483,C0071,T0113
TR02106,U02557,C0110,T0049
TR02107,U02321,C0055,T0100
TR02108,U02152,C0129,T0081
TR02109,U01238,C0049,T0082
TR02110,U01785,C0164,T0116
TR02111,U02810,C0021,T0023
TR02112,U02835,C0037,T0098
TR02113,U00165,C0116,T0072
TR02114,U00999,C0024,T0013
TR02115,U02568,C0055,T0023
TR02116,U01308,C0025,T0057
TR02117,U02565,C0135,T0062
TR02118,U00657,C0127,T0054
TR02119,U02661,C0093,T0020
TR02120,U02212,C0094,T0086
TR02121,U01910,C0071,T0111
TR02122,U02047,C0199,T0052
TR02123,U02112,C0122,T0023
TR02124,U01141,C0024,T0105
TR02125,U01890,C0011,T0035
TR02126,U00267,C0073,T0067
TR02127,U01846,C0012,T0034
TR02128,U01709,C0035,T0033
TR02129,U02294,C0191,T0046
TR02130,U02443,C0196,T0081
TR02131,U01511,C0185,T0045
TR02132,U00476,C0141,T0019
TR02133,U00977,C0023,T0094
TR02134,U01208,C0083,T0087
TR02135,U01044,C0167,T0015
TR02136,U01961,C0088,T0078
TR02137,U00558,C0080,T0066
TR02138,U01018,C0097,T0039
TR02139,U01606,C0140,T0113
TR02140,U00883,C0034,T0018
TR02141,U02195,C0199,T0070
TR02142,U00666,C0075,T0059
TR02143,U02668,C0159,T0032
TR02144,U01772,C0128,T0021
TR02145,U02868,C0190,T0040
TR02146,U00864,C0141,T0092
TR02147,U00582,C0031,T0027
TR02148,U00695,C0130,T0002
TR02149,U01252,C0103,T0097
TR02150,U01611,C0015,T0080
TR02151,U01240,C0057,T0039
TR02152,U02455,C0075,T0086
TR02153,U00399,C0034,T0056
TR02154,U01947,C0103,T0107
TR02155,U00715,C0196,T0111
TR02156,U00704,C0075,T0013
TR02157,U02809,C0029,T0056
TR02158,U02547,C0194,T0066
TR02159,U01715,C0016,T0078
TR02160,U01973,C0167,T0056
TR02161,U00082,C0077,T0102
TR02162,U00604,C0037,T0105
TR02163,U01971,C0081,T0028
TR02164,U01711,C0149,T0064
TR02165,U02047,C0172,T0071
TR02166,U02820,C0124,T0082
TR02167,U00903,C0019,T0064
TR02168,U00365,C0199,T0056
TR02169,U00163,C0102,T0041
TR02170,U02559,C0136,T0119
TR02171,U01864,C0077,T0100
TR02172,U00116,C0194,T0041
TR02173,U02989,C0041,T0100
TR02174,U02385,C0198,T0108
TR02175,U00881,C0061,T0004
TR02176,U02785,C0026,T0057
TR02177,U00840,C0071,T0030
TR02178,U02195,C0103,T0088
TR02179,U01347,C0070,T0084
TR02180,U02491,C0107,T0046
TR02181,U02885,C0157,T0056
TR02182,U01037,C0107,T0031
TR02183,U00943,C0103,T0088
TR02184,U01725,C0194,T0007
TR02185,U02335,C0019,T0090
TR02186,U02768,C0068,T0077
TR02187,U01138,C0186,T0054
TR02188,U02528,C0070,T0008
TR02189,U00022,C0113,T0055
TR02190,U01750,C0057,T0069
TR02191,U00683,C0165,T0044
TR02192,U02954,C0061,T0013
TR02193,U01834,C0092,T0093
TR02194,U02368,C0030,T0020
TR02195,U00126,C0199,T0078
TR02196,U00277,C0153,T0032
TR02197,U02000,C0127,T0060
TR02198,U01228,C0193,T0050
TR02199,U02242,C0115,T0027
TR02200,U00696,C0006,T0120
TR02201,U01310,C0018,T0025
TR02202,U00057,C0010,T0052
TR02203,U00019,C0092,T0068
TR02204,U02312,C0139,T0021
TR02205,U02842,C0193,T0018
TR02206,U00113,C0077,T0039
TR02207,U00542,C0101,T0015
TR02208,U02695,C0084,T0053
TR02209,U00579,C0193,T0038
TR02210,U01089,C0052,T0048
TR02211,U00025,C0195,T0052
TR02212,U01573,C0031,T0088
TR02213,U02049,C0145,T0072
TR02214,U02959,C0183,T0028
TR02215,U01573,C0110,T0085
TR02216,U00141,C0093,T0016
TR02217,U01768,C0164,T0118
TR02218,U00648,C0154,T0016
TR02219,U02236,C0053,T0035
TR02220,U00201,C0145,T0017
TR02221,U00257,C0086,T0073
TR02222,U00547,C0153,T0099
TR02223,U02242,C0002,T0052
TR02224,U02751,C0086,T0093
TR02225,U00802,C0133,T0103
TR02226,U00942,C0004,T0082
TR02227,U00414,C0164,T0012
TR02228,U02015,C0006,T0083
TR02229,U01382,C0149,T0048
TR02230,U01099,C0118,T0022
TR02231,U00910,C0089,T0120
TR02232,U00188,C0154,T0049
TR02233,U02016,C0183,T0052
TR02234,U01314,C0167,T0079
TR02235,U02093,C0161,T0001
TR02236,U02131,C0014,T0066
TR02237,U01147,C0056,T0064
TR02238,U00358,C0081,T0008
TR02239,U01552,C0149,T0086
TR02240,U01090,C0046,T0025
TR02241,U02984,C0144,T0066
TR02242,U01681,C0016,T0115
TR02243,U02423,C0120,T0073
TR02244,U00162,C0084,T0073
TR02245,U02370,C0157,T0077
TR02246,U00450,C0008,T0070
TR02247,U01498,C0088,T0094
TR02248,U01037,C0131,T0079
TR02249,U02232,C0019,T0051
TR02250,U02159,C0097,T0053
TR02251,U01951,C0066,T0015
TR02252,U02556,C0079,T0050
TR02253,U01314,C0086,T0071
TR02254,U02343,C0124,T0075
TR02255,U02952,C0150,T0104
TR02256,U01239,C0046,T0038
TR02257,U00974,C0113,T0040
TR02258,U00632,C0091,T0066
TR02259,U01591,C0141,T0115
TR02260,U01051,C0033,T0112
TR02261,U02781,C0133,T0039
TR02262,U01589,C0077,T0074
TR02263,U02369,C0155,T0108
TR02264,U02961,C0121,T0017
TR02265,U01694,C0128,T0007
TR02266,U00437,C0078,T0118
TR02267,U02829,C0152,T0104
TR02268,U01557,C0067,T0039
TR02269,U01077,C0115,T0068
TR02270,U01305,C0063,T0035
TR02271,U02774,C0113,T0051
TR02272,U02079,C0094,T0047
TR02273,U02385,C0048,T0036
TR02274,U00183,C0191,T0064
TR02275,U02592,C0012,T0095
TR02276,U01470,C0156,T0089
TR02277,U01480,C0172,T0105
TR02278,U01590,C0171,T0013
TR02279,U01588,C0145,T0018
TR02280,U00660,C0040,T0021
TR02281,U00160,C0177,T0112
TR02282,U02460,C0085,T0065
TR02283,U01012,C0057,T0100
TR02284,U00053,C0087,T0114
TR02285,U02456,C0084,T0008
TR02286,U02895,C0192,T0116
TR02287,U01046,C0185,T0048
TR02288,U01054,C0121,T0085
TR02289,U02751,C0074,T0043
TR02290,U02308,C0107,T0116
TR02291,U01229,C0124,T0053
TR02292,U01495,C0198,T0117
TR02293,U02824,C0100,T0085
TR02294,U01490,C0043,T0027
TR02295,U01036,C0119,T0019
TR02296,U01951,C0023,T0023
TR02297,U00850,C0155,T0115
TR02298,U00354,C0186,T0050
TR02299,U01099,C0037,T0051
TR02300,U02921,C0134,T0043
TR02301,U01740,C0065,T0099
TR02302,U01465,C0134,T0104
TR02303,U00991,C0178,T0116
TR02304,U01265,C0022,T0051
TR02305,U01885,C0105,T0106
TR02306,U01810,C0088,T0112
TR02307,U02342,C0153,T0069
TR02308,U02257,C0125,T0116
TR02309,U01112,C0079,T0041
TR02310,U00818,C0090,T0072
TR02311,U01800,C0200,T0011
TR02312,U01961,C0051,T0080
TR02313,U02438,C0176,T0103
TR02314,U02373,C0102,T0111
TR02315,U02988,C0198,T0088
TR02316,U00889,C0106,T0085
TR02317,U01856,C0193,T0052
TR02318,U01181,C0060,T0023
TR02319,U00668,C0046,T0049
TR02320,U00633,C0036,T0038
TR02321,U02625,C0186,T0047
TR02322,U01643,C0166,T0072
TR02323,U00137,C0011,T0007
TR02324,U01947,C0012,T0066
TR02325,U01698,C0170,T0094
TR02326,U00428,C0039,T0077
TR02327,U01476,C0199,T0062
TR02328,U02660,C0139,T0087
TR02329,U02959,C0036,T0029
TR02330,U00819,C0052,T0038
TR02331,U02189,C0031,T0101
TR02332,U01107,C0033,T0084
TR02333,U02225,C0141,T0033
TR02334,U00198,C0146,T0029
TR02335,U02672,C0169,T0114
TR02336,U01996,C0058,T0079
TR02337,U02739,C0184,T0023
TR02338,U02449,C0152,T0106
TR02339,U00471,C0128,T0003
TR02340,U02266,C0031,T0101
TR02341,U01949,C0055,T0120
TR02342,U00929,C0010,T0093
TR02343,U02011,C0188,T0045
TR02344,U02680,C0130,T0008
TR02345,U02999,C0015,T0086
TR02346,U00906,C0003,T0117
TR02347,U02223,C0043,T0029
TR02348,U00023,C0159,T0002
TR02349,U00235,C0198,T0105
TR02350,U01125,C0067,T0113
TR02351,U00929,C0056,T0050
TR02352,U00523,C0063,T0109
TR02353,U01809,C0015,T0065
TR02354,U00431,C0109,T0108
TR02355,U00793,C0116,T0020
TR02356,U01630,C0092,T0052
TR02357,U01737,C0138,T0085
TR02358,U00533,C0166,T0037
TR02359,U01747,C0047,T0072
TR02360,U01676,C0057,T0027
TR02361,U01317,C0050,T0047
TR02362,U02858,C0071,T0099
TR02363,U00913,C0143,T0006
TR02364,U01125,C0146,T0060
TR02365,U01526,C0082,T0045
TR02366,U01328,C0116,T0044
TR02367,U02919,C0105,T0083
TR02368,U02588,C0088,T0018
TR02369,U01024,C0002,T0120
TR02370,U01577,C0104,T0065
TR02371,U01379,C0084,T0025
TR02372,U01520,C0043,T0027
TR02373,U01682,C0154,T0007
TR02374,U01998,C0071,T0044
TR02375,U00227,C0166,T0106
TR02376,U01260,C0094,T0029
TR02377,U00873,C0042,T0095
TR02378,U00892,C0133,T0044
TR02379,U01479,C0139,T0107
TR02380,U01037,C0065,T0036
TR02381,U02258,C0034,T0019
TR02382,U02789,C0120,T0006
TR02383,U00397,C0001,T0025
TR02384,U01124,C0130,T0031
TR02385,U02079,C0148,T0009
TR02386,U02946,C0061,T0084
TR02387,U00649,C0149,T0074
TR02388,U00329,C0088,T0037
TR02389,U01483,C0068,T0027
TR02390,U00952,C0127,T0013
TR02391,U02006,C0140,T0041
TR02392,U02017,C0022,T0066
TR02393,U02669,C0148,T0114
TR02394,U01879,C0082,T0085
TR02395,U01197,C0129,T0097
TR02396,U01773,C0030,T0024
TR02397,U00162,C0126,T0117
TR02398,U01752,C0097,T0044
TR02399,U00776,C0024,T0106
TR02400,U01828,C0014,T0098
TR02401,U02322,C0036,T0060
TR02402,U01052,C0197,T0009
TR02403,U02374,C0024,T0002
TR02404,U00940,C0188,T0119
TR02405,U00540,C0095,T0056
TR02406,U02536,C0055,T0030
TR02407,U00822,C0024,T0022
TR02408,U01462,C0152,T0110
TR02409,U01089,C0182,T0075
TR02410,U00356,C0026,T0119
TR02411,U00235,C0194,T0107
TR02412,U02275,C0080,T0081
TR02413,U01549,C0166,T0100
TR02414,U02097,C0065,T0013
TR02415,U00118,C0075,T0071
TR02416,U02102,C0179,T0016
TR02417,U01674,C0163,T0097
TR02418,U02613,C0043,T0045
TR02419,U01068,C0029,T0065
TR02420,U02101,C0165,T0011
TR02421,U00558,C0081,T0070
TR02422,U01816,C0186,T0020
TR02423,U02006,C0054,T0099
TR02424,U02916,C0039,T0108
TR02425,U00398,C0042,T0063
TR02426,U00675,C0156,T0101
TR02427,U00387,C0029,T0105
TR02428,U02159,C0171,T0090
TR02429,U02662,C0131,T0012
TR02430,U02065,C0138,T0062
TR02431,U00884,C0187,T0094
TR02432,U00541,C0142,T0092
TR02433,U00171,C0175,T0091
TR02434,U02457,C0042,T0042
TR02435,U00740,C0094,T0083
TR02436,U01402,C0160,T0069
TR02437,U02906,C0032,T0058
TR02438,U02278,C0170,T0005
TR02439,U00119,C0160,T0105
TR02440,U02832,C0026,T0027
TR02441,U02513,C0115,T0028
TR02442,U02152,C0129,T0026
TR02443,U02746,C0056,T0091
TR02444,U01996,C0122,T0116
TR02445,U01706,C0106,T0049
TR02446,U01723,C0130,T0106
TR02447,U02223,C0081,T0021
TR02448,U02793,C0158,T0001
TR02449,U01698,C0120,T0118
TR02450,U01445,C0199,T0092
TR02451,U01760,C0052,T0112
TR02452,U01525,C0091,T0058
TR02453,U00665,C0137,T0079
TR02454,U00033,C0022,T0055
TR02455,U02103,C0034,T0081
TR02456,U02567,C0110,T0026
TR02457,U02804,C0049,T0084
TR02458,U02060,C0129,T0025
TR02459,U01552,C0073,T0077
TR02460,U00720,C0084,T0033
TR02461,U02603,C0053,T0089
TR02462,U02421,C0100,T0072
TR02463,U00484,C0124,T0069
TR02464,U00973,C0168,T0006
TR02465,U02671,C0045,T0023
